"Date","Plan..KZT","Fact..KZT..with.discount.","Fact..KZT..without.discount.","Diff..KZT","Average.discount","Traffic","Receipt..customers.","Sold.pcs","pcs..customers","Averame.amount.of.cheque","Average.price.piece","Qty.of.hours","Productivity","Cost.of.sales"
"1/1/2016",1711959,662900,1252950,-1049059,47.09,638,41,61,1.49,16168.29,10867.21,16,41431,340378
"1/2/2016",2853264,2275290,3660850,-577974,37.85,1507,103,163,1.58,22090.19,13958.83,32,71103,908362
"1/3/2016",2282606,1782140,2976800,-500466,40.13,1179,85,124,1.46,20966.35,14372.1,24,74256,727384
"1/4/2016",1141306,1961640,3334000,820334,41.16,1191,96,140,1.46,20433.75,14011.71,24,81735,893687
"1/5/2016",1141306,1131760,1819850,-9546,37.81,622,51,83,1.63,22191.37,13635.66,8,141470,458621
"1/6/2016",1141306,1327130,2103700,185824,36.91,689,49,86,1.76,27084.29,15431.74,8,165891,535484
"1/7/2016",1141306,1221810,2127800,80504,42.58,1000,75,104,1.39,16290.8,11748.17,16,76363,530256
"1/8/2016",1711959,1001260,1621000,-710699,38.23,666,48,80,1.67,20859.58,12515.75,24,41719,402696
"1/9/2016",2853264,2048270,3356550,-804994,38.98,1022,71,149,2.1,28848.87,13746.78,36,56896,769270
"1/10/2016",2282606,1564250,2767650,-718356,43.48,910,64,127,1.98,24441.41,12316.93,24,65177,663726
"1/11/2016",1141306,705300,1262050,-436006,44.11,501,43,59,1.37,16402.33,11954.24,16,44081,329076
"1/12/2016",1141306,700740,1165400,-440566,39.87,484,40,52,1.3,17518.5,13475.77,16,43796,275943
"1/13/2016",1141306,674950,1054800,-466356,36.01,375,32,44,1.38,21092.19,15339.77,24,28123,266600
"1/14/2016",1141306,882900,1507900,-258406,41.45,441,36,62,1.72,24525,14240.32,24,36788,376357
"1/15/2016",1711959,693450,1258300,-1018509,44.89,382,38,54,1.42,18248.68,12841.67,24,28894,346519
"1/16/2016",2853264,1405860,2378750,-1447404,40.9,872,72,105,1.46,19525.83,13389.14,40,35147,569385
"1/17/2016",2282606,1237640,2211650,-1044966,44.04,744,68,107,1.57,18200.59,11566.73,46,26905,552661
"1/18/2016",1141306,698150,1090750,-443156,35.99,427,26,45,1.73,26851.92,15514.44,24,29090,259813
"1/19/2016",1141306,576000,1035250,-565306,44.36,418,36,55,1.53,16000,10472.73,24,24000,233120
"1/20/2016",1141306,553670,957550,-587636,42.18,452,39,49,1.26,14196.67,11299.39,24,23070,211527
"1/21/2016",1141306,903400,1546050,-237906,41.57,440,39,79,2.03,23164.1,11435.44,24,37642,377667
"1/22/2016",1711959,869890,1647600,-842069,47.2,505,45,88,1.96,19330.89,9885.11,32,27184,371335
"1/23/2016",2853264,1818520,3239700,-1034744,43.87,1130,95,166,1.75,19142.32,10954.94,48,37886,733814
"1/24/2016",2282606,1342910,2560150,-939696,47.55,963,78,123,1.58,17216.79,10917.97,40,33573,625147
"1/25/2016",1141306,430720,949350,-710586,54.63,362,32,53,1.66,13460,8126.79,16,26920,233943
"1/26/2016",1141306,770600,1471900,-370706,47.65,479,39,82,2.1,19758.97,9397.56,16,48163,342067
"1/27/2016",1141306,642560,1229700,-498746,47.75,433,40,66,1.65,16064,9735.76,32,20080,284505
"1/28/2016",1141306,944670,2196700,-196636,57,571,61,106,1.74,15486.39,8911.98,33,28626,571433
"1/29/2016",1711959,1239550,2511650,-472409,50.65,769,63,127,2.02,19675.4,9760.24,32,38736,619367
"1/30/2016",2853264,2194500,4911800,-658764,55.32,1284,114,236,2.07,19250,9298.73,48,45719,1244372
"1/31/2016",2282567,2775830,5742400,493263,51.66,1271,114,258,2.26,24349.39,10759.03,40,69396,1492954
"2/1/2016",1268293,647350,1434600,-620943,54.88,342,43,68,1.58,15054.65,9519.85,24,26973,365286
"2/2/2016",1268293,1013660,2308050,-254633,56.08,424,42,99,2.36,24134.76,10238.99,24,42236,592815
"2/3/2016",1268293,825100,1672850,-443193,50.68,532,48,89,1.85,17189.58,9270.79,24,34379,434812
"2/4/2016",1268293,1119310,2371150,-148983,52.79,640,59,117,1.98,18971.36,9566.75,16,69957,589381
"2/5/2016",1902439,1359440,2837600,-542999,52.09,657,71,148,2.08,19147.04,9185.41,24,56643,740644
"2/6/2016",3170731,3149660,8252850,-21071,61.84,1760,170,403,2.37,18527.41,7815.53,40,78742,2085780
"2/7/2016",2536585,2552870,6808700,16285,62.51,1590,153,346,2.26,16685.42,7378.24,40,63822,1743884
"2/8/2016",1268293,1469470,3720850,201177,60.51,875,95,183,1.93,15468.11,8029.89,16,91842,1009219
"2/9/2016",1268293,957150,2440900,-311143,60.79,589,66,122,1.85,14502.27,7845.49,16,59822,615676
"2/10/2016",1268293,1017540,2681300,-250753,62.05,689,62,128,2.06,16411.94,7949.53,16,63596,692227
"2/11/2016",1268293,1300360,3263800,32067,60.16,794,71,164,2.31,18314.93,7929.02,16,81273,883971
"2/12/2016",1902439,1592370,3790800,-310069,57.99,745,111,184,1.66,14345.68,8654.18,24,66349,911831
"2/13/2016",3170731,3199950,8355800,29219,61.7,1619,192,404,2.1,16666.41,7920.67,40,79999,2084892
"2/14/2016",2536585,2325500,5912150,-211085,60.67,1382,141,303,2.15,16492.91,7674.92,40,58138,1494735
"2/15/2016",1268293,1472970,3614050,204677,59.24,797,82,185,2.26,17963.05,7962,16,92061,911878
"2/16/2016",1268293,1212840,3045050,-55453,60.17,569,77,139,1.81,15751.17,8725.47,16,75803,693522
"2/17/2016",1268293,1401180,4940775,132887,71.64,723,111,190,1.71,12623.24,7374.63,24,58383,912540
"2/18/2016",1268293,1612490,5520560,344197,70.79,835,96,221,2.3,16796.77,7296.33,24,67187,1062687
"2/19/2016",1902439,1407270,5398800,-495169,73.93,713,113,226,2,12453.72,6226.86,38,37033,1026480
"2/20/2016",3170731,2651850,9224080,-518881,71.25,1170,179,394,2.2,14814.8,6730.58,24,110494,1753468
"2/21/2016",2536585,2889270,9919510,352685,70.87,1349,196,385,1.96,14741.17,7504.6,48,60193,1952707
"2/22/2016",1268293,1096510,3882700,-171783,71.76,536,82,186,2.27,13372.07,5895.22,16,68532,788362
"2/23/2016",1268293,1111620,3604850,-156673,69.16,552,85,163,1.92,13077.88,6819.75,32,34738,721257
"2/24/2016",1268293,1040080,2991935,-228213,65.24,552,84,139,1.65,12381.9,7482.59,24,43337,606898
"2/25/2016",1268293,1284640,3915900,16347,67.19,599,88,162,1.84,14598.18,7929.88,24,53527,776742
"2/26/2016",1902439,1773960,4336750,-128479,59.09,528,85,185,2.18,20870.12,9588.97,48,36958,873011
"2/27/2016",3170730,2380960,7699650,-789770,69.08,1015,141,307,2.18,16886.24,7755.57,38,62657,1405293
"2/28/2016",2536585,2785770,7166500,249185,61.13,1123,144,290,2.01,19345.63,9606.1,48,58037,1451953
"2/29/2016",1268293,859680,2161100,-408613,60.22,450,58,118,2.03,14822.07,7285.42,24,35820,485081
"3/1/2016",820000,1021830,3138135,201830,67.44,457,79,135,1.71,12934.56,7569.11,16,63864,678953
"3/2/2016",820000,1017660,2404250,197660,57.67,458,58,115,1.98,17545.86,8849.22,16,63604,518457
"3/3/2016",820000,908030,2462150,88030,63.12,510,58,117,2.02,15655.69,7760.94,24,37835,506789
"3/4/2016",820000,1183740,2935890,363740,59.68,611,76,130,1.71,15575.53,9105.69,32,36992,620052
"3/5/2016",820000,2747760,9032510,1927760,69.58,2350,233,453,1.94,11792.96,6065.7,48,57245,1936462
"3/6/2016",2460000,2398460,5792940,-61540,58.6,1695,162,269,1.66,14805.31,8916.21,42,57106,1270042
"3/7/2016",2460000,1790680,3426540,-669320,47.74,1498,99,157,1.59,18087.68,11405.61,16,111918,801460
"3/8/2016",2234500,1099860,2293740,-1134640,52.05,897,74,93,1.26,14862.97,11826.45,40,27497,507449
"3/9/2016",820000,1055540,1708050,235540,38.2,393,33,79,2.39,31986.06,13361.27,24,43981,356933
"3/10/2016",820000,482530,646450,-337470,25.36,318,17,25,1.47,28384.12,19301.2,24,20105,167698
"3/11/2016",820000,475810,458450,-344190,-3.79,249,18,11,0.61,26433.89,43255.45,24,19825,99705
"3/12/2016",2234500,1074370,1097250,-1160130,2.09,727,41,55,1.34,26204.15,19534,48,22383,283272
"3/13/2016",2234500,1756170,1806200,-478330,2.77,803,53,76,1.43,33135.28,23107.5,48,36587,468612
"3/14/2016",820000,769890,803050,-50110,4.13,370,26,39,1.5,29611.15,19740.77,32,24059,202443
"3/15/2016",820000,567040,598900,-252960,5.32,312,18,22,1.22,31502.22,25774.55,28,20251,180863
"3/16/2016",820000,525860,617100,-294140,14.79,218,19,18,0.95,27676.84,29214.44,24,21911,196363
"3/17/2016",820000,686180,724300,-133820,5.26,316,24,34,1.42,28590.83,20181.76,24,28591,203226
"3/18/2016",820000,986370,1182150,166370,16.56,442,31,57,1.84,31818.39,17304.74,32,30824,375042
"3/19/2016",820000,1345240,1622200,525240,17.07,493,40,76,1.9,33631,17700.53,52,25870,454210
"3/20/2016",2234500,1474180,1795000,-760320,17.87,670,51,100,1.96,28905.49,14741.8,48,30712,533720
"3/21/2016",2234500,1765840,2245650,-468660,21.37,724,42,107,2.55,42043.81,16503.18,32,55183,663436
"3/22/2016",2234500,1014940,1251650,-1219560,18.91,603,31,67,2.16,32740,15148.36,40,25374,363030
"3/23/2016",2193500,1116680,1359400,-1076820,17.85,535,37,72,1.95,30180.54,15509.44,40,27917,408545
"3/24/2016",820000,398540,470750,-421460,15.34,337,16,25,1.56,24908.75,15941.6,24,16606,140173
"3/25/2016",820000,411610,413850,-408390,0.54,328,22,23,1.05,18709.55,17896.09,38,10832,120269
"3/26/2016",2050000,1663780,1825900,-386220,8.88,608,42,82,1.95,39613.81,20290,48,34662,539666
"3/27/2016",2050000,1442890,1519400,-607110,5.04,662,50,72,1.44,28857.8,20040.14,40,36072,449350
"3/28/2016",820000,556090,565550,-263910,1.67,334,20,29,1.45,27804.5,19175.52,24,23170,168092
"3/29/2016",820000,870950,918100,50950,5.14,304,27,38,1.41,32257.41,22919.74,24,36290,253198
"3/30/2016",820000,859210,877300,39210,2.06,334,26,34,1.31,33046.54,25270.88,24,35800,219465
"3/31/2016",820000,881130,942750,61130,6.54,380,29,45,1.55,30383.79,19580.67,24,36714,293150
"4/1/2016",976190,618880,723150,-357310,14.42,275,23,37,1.61,26907.83,16726.49,24,25787,205687
"4/2/2016",2440476,1850230,2226250,-590246,16.89,615,55,95,1.73,33640.55,19476.11,40,46256,636752
"4/3/2016",1952381,1400350,1740600,-552031,19.55,639,56,88,1.57,25006.25,15913.07,40,35009,502390
"4/4/2016",976190,588000,748350,-388190,21.43,333,27,33,1.22,21777.78,17818.18,16,36750,214879
"4/5/2016",976190,788230,860900,-187960,8.44,328,32,42,1.31,24632.19,18767.38,16,49264,259178
"4/6/2016",976190,706350,843100,-269840,16.22,314,27,38,1.41,26161.11,18588.16,24,29431,227792
"4/7/2016",976190,877480,1039650,-98710,15.6,349,35,47,1.34,25070.86,18669.79,24,36562,302855
"4/8/2016",1464286,1145300,1313700,-318986,12.82,431,47,66,1.4,24368.09,17353.03,32,35791,398884
"4/9/2016",2440476,1932240,2172850,-508236,11.07,673,70,103,1.47,27603.43,18759.61,40,48306,670017
"4/10/2016",1952381,2210550,2467800,258169,10.42,613,61,124,2.03,36238.52,17827.02,48,46053,798424
"4/11/2016",976190,1099630,1175250,123440,6.43,351,31,55,1.77,35471.94,19993.27,24,45818,360844
"4/12/2016",976190,575500,628250,-400690,8.4,275,23,35,1.52,25021.74,16442.86,24,23979,176850
"4/13/2016",976190,869010,978200,-107180,11.16,335,33,36,1.09,26333.64,24139.17,28,31036,271019
"4/14/2016",976190,915900,1016000,-60290,9.85,730,42,60,1.43,21807.14,15265,32,28622,332356
"4/15/2016",1464286,1740450,1876500,276164,7.25,1181,49,90,1.84,35519.39,19338.33,32,54389,577373
"4/16/2016",2440476,2023730,2196250,-416746,7.86,1201,63,115,1.83,32122.7,17597.65,48,42161,671678
"4/17/2016",1952381,2369990,2540450,417609,6.71,1261,64,131,2.05,37031.09,18091.53,48,49375,791121
"4/18/2016",976190,931350,986250,-44840,5.57,602,34,55,1.62,27392.65,16933.64,32,29105,311126
"4/19/2016",976190,1278680,1384200,302490,7.62,694,38,76,2,33649.47,16824.74,24,53278,436617
"4/20/2016",976190,936920,1102150,-39270,14.99,549,29,57,1.97,32307.59,16437.19,24,39038,339513
"4/21/2016",976190,1566900,1708200,590710,8.27,508,40,76,1.9,39172.5,20617.11,24,65288,485833
"4/22/2016",1464286,1149680,1192250,-314606,3.57,532,33,55,1.67,34838.79,20903.27,40,28742,369559
"4/23/2016",2440476,2534360,2746500,93884,7.72,1237,71,150,2.11,35695.21,16895.73,48,52799,904854
"4/24/2016",1952381,1852870,2008400,-99511,7.74,1026,57,112,1.96,32506.49,16543.48,48,38601,588755
"4/25/2016",976190,1612280,1674850,636090,3.74,678,40,83,2.08,40307,19425.06,32,50384,531136
"4/26/2016",976190,938080,1024200,-38110,8.41,501,30,56,1.87,31269.33,16751.43,30,31269,324790
"4/27/2016",976190,809210,843500,-166980,4.07,598,27,50,1.85,29970.74,16184.2,32,25288,264882
"4/28/2016",976190,1063870,1107300,87680,3.92,596,34,54,1.59,31290.29,19701.3,24,44328,347119
"4/29/2016",976190,1452810,1738500,476620,16.43,865,46,90,1.96,31582.83,16142.33,32,45400,548419
"4/30/2016",1464297,2408960,2900300,944663,16.94,1444,80,154,1.93,30112,15642.6,40,60224,880135
"5/1/2016",2050000,1702200,2024300,-347800,15.91,1190,63,114,1.81,27019.05,14931.58,40,42555,640666
"5/2/2016",2050000,1910370,2283050,-139630,16.32,1391,68,119,1.75,28093.68,16053.53,48,39799,689049
"5/3/2016",820000,805780,950700,-14220,15.24,428,30,46,1.53,26859.33,17516.96,24,33574,295214
"5/4/2016",820000,1355130,1631850,535130,16.96,926,42,83,1.98,32265,16326.87,32,42348,466305
"5/5/2016",820000,947020,1117950,127020,15.29,747,42,61,1.45,22548.1,15524.92,32,29594,339853
"5/6/2016",820000,1276370,1515900,456370,15.8,857,51,82,1.61,25026.86,15565.49,40,31909,451119
"5/7/2016",2460000,2063730,2454750,-396270,15.93,1593,92,145,1.58,22431.85,14232.62,40,51593,734391
"5/8/2016",2460000,1796280,2124350,-663720,15.44,1417,84,133,1.58,21384.29,13505.86,48,37423,654079
"5/9/2016",2460000,1723050,2040850,-736950,15.57,1369,73,103,1.41,23603.42,16728.64,40,43076,606283
"5/10/2016",1640000,1825980,2170150,185980,15.86,1004,62,117,1.89,29451.29,15606.67,40,45650,662156
"5/11/2016",820000,747850,747850,-72150,0,615,23,43,1.87,32515.22,17391.86,24,31160,244075
"5/12/2016",820000,737070,784800,-82930,6.08,601,34,44,1.29,21678.53,16751.59,32,23033,253150
"5/13/2016",820000,1003240,1085250,183240,7.56,765,37,55,1.49,27114.59,18240.73,34,29507,344034
"5/14/2016",2050000,1634710,1855650,-415290,11.91,1075,61,107,1.75,26798.52,15277.66,44,37153,543572
"5/15/2016",2050000,1802300,2080200,-247700,13.36,1199,62,116,1.87,29069.35,15537.07,48,37548,607937
"5/16/2016",820000,988010,1048050,168010,5.73,570,28,59,2.11,35286.07,16745.93,32,30875,331648
"5/17/2016",820000,1214340,1317450,394340,7.83,519,46,71,1.54,26398.7,17103.38,32,37948,374256
"5/18/2016",820000,734950,766950,-85050,4.17,368,24,41,1.71,30622.92,17925.61,32,22967,244161
"5/19/2016",820000,841960,909400,21960,7.42,442,44,52,1.18,19135.45,16191.54,40,21049,270164
"5/20/2016",820000,962670,1053100,142670,8.59,496,40,58,1.45,24066.75,16597.76,40,24067,322716
"5/21/2016",2050000,1432740,1604550,-617260,10.71,944,64,89,1.39,22386.56,16098.2,48,29849,527778
"5/22/2016",2050000,1511290,1711500,-538710,11.7,992,53,90,1.7,28514.91,16792.11,48,31485,518487
"5/23/2016",820000,1020790,1237450,200790,17.51,508,30,51,1.7,34026.33,20015.49,40,25520,355372
"5/24/2016",820000,908090,973850,88090,6.75,679,45,63,1.4,20179.78,14414.13,32,28378,322424
"5/25/2016",820000,1085240,1150800,265240,5.7,732,48,64,1.33,22609.17,16956.88,32,33914,359718
"5/26/2016",820000,1097060,1231900,277060,10.95,567,38,68,1.79,28870,16133.24,48,22855,343308
"5/27/2016",820000,1325060,1382600,505060,4.16,556,37,68,1.84,35812.43,19486.18,34,38972,415582
"5/28/2016",2050000,1515610,1701550,-534390,10.93,956,67,89,1.33,22621.04,17029.33,32,47363,515090
"5/29/2016",2050000,2038700,2244200,-11300,9.16,962,74,116,1.57,27550,17575,40,50968,704396
"5/30/2016",820000,747720,854650,-72280,12.51,530,31,47,1.52,24120,15908.94,32,23366,259626
"5/31/2016",820000,1072730,1196600,252730,10.35,550,40,68,1.7,26818.25,15775.44,24,44697,375684
"6/1/2016",976190,1498360,1718250,522170,12.8,834,55,95,1.73,27242.91,15772.21,24,62432,557660
"6/2/2016",976190,1068190,1166800,92000,8.45,753,48,64,1.33,22253.96,16690.47,32,33381,366465
"6/3/2016",1464286,1103680,1254700,-360606,12.04,605,45,66,1.47,24526.22,16722.42,40,27592,380503
"6/4/2016",2440476,2238230,2502000,-202246,10.54,1250,78,140,1.79,28695.26,15987.36,48,46630,792687
"6/5/2016",1952381,2559970,2767550,607589,7.5,1233,106,149,1.41,24150.66,17181.01,52,49230,832146
"6/6/2016",976190,1198860,1292250,222670,7.23,627,37,75,2.03,32401.62,15984.8,40,29972,397011
"6/7/2016",976190,1056060,1147000,79870,7.93,1138,43,60,1.4,24559.53,17601,50,21121,358216
"6/8/2016",976190,1085080,1194150,108890,9.13,1142,52,77,1.48,20866.92,14091.95,46,23589,370229
"6/9/2016",976190,1522540,1698400,546350,10.35,1207,61,92,1.51,24959.67,16549.35,32,47579,517963
"6/10/2016",1464286,1427150,1716500,-37136,16.86,1536,62,110,1.77,23018.55,12974.09,40,35679,509665
"6/11/2016",2440476,2160360,2623350,-280116,17.65,1917,85,153,1.8,25416,14120,58,37248,822950
"6/12/2016",1952381,3262040,3910700,1309659,16.59,2350,97,206,2.12,33629.28,15835.15,66,49425,1244928
"6/13/2016",976190,1273650,1526700,297460,16.57,1312,47,86,1.83,27098.94,14809.88,44,28947,480191
"6/14/2016",976190,1545850,1847850,569660,16.34,1437,54,103,1.91,28626.85,15008.25,44,35133,565180
"6/15/2016",976190,1280870,1499850,304680,14.6,1123,45,83,1.84,28463.78,15432.17,44,29111,460374
"6/16/2016",976190,1629420,1942900,653230,16.13,1222,48,102,2.13,33946.25,15974.71,46,35422,581516
"6/17/2016",1464286,1452540,1775850,-11746,18.21,1443,58,103,1.78,25043.79,14102.33,52,27933,551481
"6/18/2016",2440476,2300020,2777500,-140456,17.19,2258,81,150,1.85,28395.31,15333.47,60,38334,861729
"6/19/2016",1952381,2142720,2630450,190339,18.54,2020,82,151,1.84,26130.73,14190.2,62,34560,789442
"6/20/2016",976190,1271920,1570300,295730,19,1271,57,94,1.65,22314.39,13531.06,46,27650,471252
"6/21/2016",976190,1188920,1444600,212730,17.7,1320,46,88,1.91,25846.09,13510.45,44,27021,446045
"6/22/2016",976190,965150,1168050,-11040,17.37,951,37,59,1.59,26085.14,16358.47,44,21935,362955
"6/23/2016",976190,1103030,1404600,126840,21.47,1179,46,68,1.48,23978.91,16221.03,48,22980,410528
"6/24/2016",1464286,743180,986200,-721106,24.64,1171,41,56,1.37,18126.34,13271.07,54,13763,311234
"6/25/2016",2440476,1660930,2127850,-779546,21.94,2253,82,123,1.5,20255.24,13503.5,68,24425,650304
"6/26/2016",1952381,2005930,2518950,53549,20.37,1971,98,141,1.44,20468.67,14226.45,60,33432,776826
"6/27/2016",976190,994270,1357450,18080,26.75,952,43,71,1.65,23122.56,14003.8,54,18412,416846
"6/28/2016",976190,1433130,1787300,456940,19.82,1283,54,94,1.74,26539.44,15246.06,50,28663,571089
"6/29/2016",976190,1339540,1798800,363350,25.53,1249,56,104,1.86,23920.36,12880.19,44,30444,510729
"6/30/2016",976190,1384970,1751450,408780,20.92,1123,65,91,1.4,21307.23,15219.45,44,31477,524304
"7/1/2016",1793478,1118450,1519550,-675028,26.4,1328,56,89,1.59,19972.32,12566.85,46,24314,471893
"7/2/2016",2989130,2365800,3358650,-623330,29.56,2672,119,207,1.74,19880.67,11428.99,62,38158,993269
"7/3/2016",2391304,2082380,3013450,-308924,30.9,2315,127,171,1.35,16396.69,12177.66,52,40046,936438
"7/4/2016",1195652,1166610,1736000,-29042,32.8,1705,70,100,1.43,16665.86,11666.1,44,26514,505317
"7/5/2016",1195652,1398400,2066550,202748,32.33,1737,58,109,1.88,24110.34,12829.36,46,30400,587854
"7/6/2016",1195652,2249630,3078750,1053978,26.93,2125,90,185,2.06,24995.89,12160.16,44,51128,921706
"7/7/2016",1195652,1101500,1508800,-94152,26.99,1035,62,84,1.35,17766.13,13113.1,44,25034,449276
"7/8/2016",1793478,1614670,2393050,-178808,32.53,1315,85,119,1.4,18996.12,13568.66,44,36697,705302
"7/9/2016",2989130,2200770,3164650,-788360,30.46,2767,120,187,1.56,18339.75,11768.82,47,46825,919405
"7/10/2016",2391304,2460350,3644500,69046,32.49,2455,116,230,1.98,21209.91,10697.17,44,55917,1101333
"7/11/2016",1195652,1503010,2280500,307358,34.09,2087,60,130,2.17,25050.17,11561.62,38,39553,655034
"7/12/2016",1195652,1473170,2178100,277518,32.36,1994,72,118,1.64,20460.69,12484.49,38,38768,651387
"7/13/2016",1195652,1290300,1857900,94648,30.55,1382,77,122,1.58,16757.14,10576.23,46,28050,548579
"7/14/2016",1195652,1572180,2769600,376528,43.23,1447,91,168,1.85,17276.7,9358.21,36,43672,760113
"7/15/2016",1793478,1824230,2929600,30752,37.73,1634,105,168,1.6,17373.62,10858.51,46,39657,860266
"7/16/2016",2989130,2389060,3984850,-600070,40.05,2587,121,223,1.84,19744.3,10713.27,44,54297,1194327
"7/17/2016",2391304,2546020,4380850,154716,41.88,2672,123,243,1.98,20699.35,10477.45,44,57864,1279401
"7/18/2016",0,212760,374750,212760,43.23,160,12,25,2.08,17730,8510.4,8,26595,112482
"7/19/2016",1195652,1343390,2282700,147738,41.15,1657,71,126,1.77,18920.99,10661.83,32,41981,666991
"7/20/2016",1195652,1251950,1917550,56298,34.71,1956,65,109,1.68,19260.77,11485.78,28,44713,568427
"7/21/2016",1195652,1523380,2460800,327728,38.09,1447,79,124,1.57,19283.29,12285.32,47,32412,669541
"7/22/2016",1793478,1492980,2589450,-300498,42.34,2189,103,151,1.47,14494.95,9887.28,40,37325,753883
"7/23/2016",2989130,2141340,3568450,-847790,39.99,2780,116,211,1.82,18459.83,10148.53,54,39654,1070803
"7/24/2016",2391304,2133300,3602850,-258004,40.79,2542,117,203,1.74,18233.33,10508.87,52,41025,1054254
"7/25/2016",1195652,1187100,1974700,-8552,39.88,2089,68,106,1.56,17457.35,11199.06,44,26980,586966
"7/26/2016",1195652,1269940,2124000,74288,40.21,1451,65,120,1.85,19537.54,10582.83,44,28862,632880
"7/27/2016",1195652,1241200,2043800,45548,39.27,1694,73,124,1.7,17002.74,10009.68,52,23869,622814
"7/28/2016",1195652,2041200,4353900,845548,53.12,2146,129,242,1.88,15823.26,8434.71,52,39254,1325136
"7/29/2016",1793478,2518790,4972150,725312,49.34,2478,147,277,1.88,17134.63,9093.1,50,50376,1468230
"7/30/2016",2989130,3236320,6571900,247190,50.76,2843,153,342,2.24,21152.42,9462.92,70,46233,1995142
"7/31/2016",2391304,3213570,6045750,822266,46.85,2774,137,305,2.23,23456.72,10536.3,68,47258,1857882
"8/1/2016",1325581,1589100,3125900,263519,49.16,2630,103,162,1.57,15428.16,9809.26,36,44142,870208
"8/2/2016",1325581,1222440,2299650,-103141,46.84,1810,77,127,1.65,15875.84,9625.51,39,31345,690944
"8/3/2016",1325581,1451970,2822000,126389,48.55,2189,83,160,1.93,17493.61,9074.81,50,29039,807508
"8/4/2016",1325581,1625440,2964400,299859,45.17,2170,99,152,1.54,16418.59,10693.68,44,36942,870576
"8/5/2016",1988372,2334920,4095300,346548,42.99,2780,150,234,1.56,15566.13,9978.29,56,41695,1212600
"8/6/2016",3313953,2746160,4809850,-567793,42.91,2870,134,263,1.96,20493.73,10441.67,64,42909,1469428
"8/7/2016",2651163,2831300,5041700,180137,43.84,3180,135,286,2.12,20972.59,9899.65,46,61550,1553661
"8/8/2016",1325581,2070900,3718700,745319,44.31,2502,107,186,1.74,19354.21,11133.87,36,57525,1086099
"8/9/2016",1325581,2136020,3457350,810439,38.22,2232,107,193,1.8,19962.8,11067.46,36,59334,1013541
"8/10/2016",1325581,1831300,3327650,505719,44.97,2350,80,187,2.34,22891.25,9793.05,28,65404,1003765
"8/11/2016",1325581,1700550,3686800,374969,53.87,1703,93,204,2.19,18285.48,8336.03,36,47238,1079862
"8/12/2016",1988372,2071900,5615850,83528,63.11,2528,166,303,1.83,12481.33,6837.95,44,47089,1666529
"8/13/2016",3313953,2805650,7512000,-508303,62.65,2853,203,414,2.04,13820.94,6776.93,48,58451,2247502
"8/14/2016",2651163,3268250,7857550,617087,58.41,3007,171,409,2.39,19112.57,7990.83,48,68089,2278530
"8/15/2016",1325581,2327230,5334705,1001649,56.38,2054,123,261,2.12,18920.57,8916.59,38,61243,1495420
"8/16/2016",1325581,1424290,3291235,98709,56.72,2077,112,169,1.51,12716.88,8427.75,36,39564,896374
"8/17/2016",1325581,2327760,4278800,1002179,45.6,2348,126,224,1.78,18474.29,10391.79,36,64660,1230590
"8/18/2016",1325581,1813970,3346450,488389,45.79,2116,88,171,1.94,20613.3,10608.01,44,41227,981548
"8/19/2016",1988372,2049020,4045330,60648,49.35,2370,107,209,1.95,19149.72,9803.92,58,35328,1187826
"8/20/2016",3313953,2436580,6685870,-877373,63.56,2917,177,338,1.91,13765.99,7208.82,61,39944,1829557
"8/21/2016",2651163,2698760,6143900,47597,56.07,3388,176,308,1.75,15333.86,8762.21,72,37483,1579985
"8/22/2016",1325581,1739970,3399299,414389,48.81,2425,93,182,1.96,18709.35,9560.27,48,36249,980217
"8/23/2016",1325581,2265580,3872250,939999,41.49,2376,89,201,2.26,25455.96,11271.54,64,35400,1131228
"8/24/2016",1325581,1748670,2839750,423089,38.42,2278,112,145,1.29,15613.13,12059.79,56,31226,782742
"8/25/2016",1325581,1801540,3303300,475959,45.46,2218,92,154,1.67,19581.96,11698.31,54,33362,921627
"8/26/2016",1988372,2044800,4145700,56428,50.68,2607,108,192,1.78,18933.33,10650,58,35255,1154514
"8/27/2016",3313953,2605920,5227600,-708033,50.15,3472,147,248,1.69,17727.35,10507.74,74,35215,1459962
"8/28/2016",1988372,2584080,5136850,595708,49.7,2660,121,223,1.84,21356.03,11587.8,74,34920,1329848
"8/29/2016",1325581,1629730,2420830,304149,32.68,2209,85,140,1.65,19173.29,11640.93,46,35429,696792
"8/30/2016",1988372,2358990,3958900,370618,40.41,2828,111,218,1.96,21252.16,10821.06,46,51282,1151296
"8/31/2016",1325581,1625670,2407850,300089,32.48,1415,78,143,1.83,20841.92,11368.32,40,40642,731215
"9/1/2016",1325000,1277870,1705650,-47130,25.08,993,54,85,1.57,23664.26,15033.76,53,24111,502822
"9/2/2016",1987500,1474340,2303750,-513160,36,1243,65,117,1.8,22682.15,12601.2,58,25420,630977
"9/3/2016",2782500,1921860,2863900,-860640,32.89,1555,74,134,1.81,25971.08,14342.24,72,26693,792763
"9/4/2016",2650000,1730420,2613800,-919580,33.8,1832,80,122,1.53,21630.25,14183.77,72,24034,718723
"9/5/2016",1325000,620800,603900,-704200,-2.8,993,29,40,1.38,21406.9,15520,58,10703,189632
"9/6/2016",1325000,948880,942100,-376120,-0.72,1230,38,58,1.53,24970.53,16360,38,24971,291601
